"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"X261","assim","0","0","7.34295260124096e-05","6.55720505691654e-06","0","0","0","0","0","0"
"X262","assum","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","2.17931395196792e-05","0","4.89871898498543e-05","2.58291145779523e-05"
"X263","assur","0","0","0","1.96716151707496e-05","0","0","0","0","1.22467974624636e-05","0"
"X264","astray","0","0","0","3.27860252845827e-05","0","3.51197583760624e-05","2.17931395196792e-05","0","2.44935949249271e-05","2.58291145779523e-05"
"X265","at","0.00216468009316345","0","0","0.00203273356764413","0.00314245422343627","0.00212474538175177","0.00233186592860567","0.000145465124736344","0.00264530825189213","0.00211798739539209"
"X266","ate","0","0","0","6.55720505691654e-06","1.11040785280434e-05","1.75598791880312e-05","2.17931395196792e-05","0","0","2.58291145779523e-05"
"X267","até","0","0","7.34295260124096e-05","0","0","0","0","0","0","0"
"X268","atmospher","0","0","0","0","0","0","2.17931395196792e-05","0","0","0"
"X269","atom","0","0","0","6.55720505691654e-06","1.11040785280434e-05","3.51197583760624e-05","0","0","2.44935949249271e-05","0"
"X270","atrá","0","0","0.000293718104049638","0","0","0","0","0","0","0"
"X271","att","0","0","3.67147630062048e-05","0","0","0","0","0.000218197687104517","7.34807847747814e-05","0"
"X272","attack","2.7401013837512e-05","0","0","7.21292556260819e-05","4.44163141121734e-05","5.26796375640936e-05","4.35862790393584e-05","0","7.34807847747814e-05","2.58291145779523e-05"
"X273","attempt","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","2.17931395196792e-05","0","9.79743796997085e-05","0"
"X274","attend","2.7401013837512e-05","0","0","0","0","0","0","0.00065459306131355","0","0"
"X275","attent","0.000219208110700096","0","0","8.5243665739915e-05","4.44163141121734e-05","1.75598791880312e-05","4.35862790393584e-05","7.27325623681722e-05","0","2.58291145779523e-05"
"X276","attitud","0","0","0","2.62288202276662e-05","6.66244711682601e-05","1.75598791880312e-05","2.17931395196792e-05","0","0","0"
"X277","attract","8.2203041512536e-05","0","0","0","4.44163141121734e-05","1.75598791880312e-05","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X278","au","0","0","0","0","0","0","0","0.00632773292603098","0","0"
"X279","auch","0","0.00306857075416027","0","0","0","0","0","0","0","0"
"X280","auf","0","0.0122742830166411","0","0","0","0","0","0","0","5.16582291559045e-05"
"X281","augen","0","0","0","0","0","0","0","0","0","0"
"X282","aujourdhui","0","0","0","0","0","0","0","0.000436395374209033","0","0"
"X283","aun","0","0","0.000330432867055843","0","0","0","0","0","0","0"
"X284","aún","0","0","0.000293718104049638","0","0","0","0","0","0","0"
"X285","aunqu","0","0","0.0015420200462606","0","0","0","0","0","0","0"
"X286","aura","0","0","0","0","0","5.26796375640936e-05","0","7.27325623681722e-05","0","0"
"X287","aus","0","0.00483890003540659","0","0","1.11040785280434e-05","0","0","0","0","0"
"X288","aussi","0","0","0","0","0","0","0","0.00065459306131355","0","0"
"X289","author","0","0","0","4.59004353984158e-05","1.11040785280434e-05","1.75598791880312e-05","0","0","2.44935949249271e-05","2.58291145779523e-05"
"X290","auto","0","0.000236043904166175","0.000110144289018614","0","0","0","0","0","0","0"
"X291","automat","0","0","0","1.96716151707496e-05","4.44163141121734e-05","0","0","0","0","0"
"X292","autr","0","0","0","0","0","0","0","0.00116372099789076","0","0"
"X293","autumn","0","0","0","0","1.11040785280434e-05","0","4.35862790393584e-05","0","6.12339873123178e-05","2.58291145779523e-05"
"X294","aux","0","0","0","0","0","0","0","0.00276383736999054","0","0"
"X295","av","0","0","0","0","1.11040785280434e-05","3.51197583760624e-05","0","0.000290930249472689","7.34807847747814e-05","0"
"X296","avait","0","0","0","0","0","0","0","0.00101825587315441","0","0"
"X297","avant","0","0","0","0","0","0","0","0.000509127936577206","0","0"
"X298","ave","0","0","3.67147630062048e-05","0","4.44163141121734e-05","0","2.17931395196792e-05","0","0","2.58291145779523e-05"
"X299","avec","0","0","0","0","0","0","0","0.00225470943341334","0","0"
"X300","avenu","0.000109604055350048","0","0","1.31144101138331e-05","2.22081570560867e-05","0","8.71725580787168e-05","0","4.89871898498543e-05","0"
"X301","avoid","2.7401013837512e-05","0","0","1.96716151707496e-05","4.44163141121734e-05","0","2.17931395196792e-05","0","3.67403923873907e-05","0"
"X302","aw","0","0","0","1.31144101138331e-05","3.33122355841301e-05","8.77993959401559e-05","2.17931395196792e-05","0","2.44935949249271e-05","2.58291145779523e-05"
"X303","await","2.7401013837512e-05","0","0","0","1.11040785280434e-05","0","2.17931395196792e-05","0","0.000122467974624636","2.58291145779523e-05"
"X304","awak","5.4802027675024e-05","0","0","9.18008707968316e-05","1.11040785280434e-05","0.000122919154316218","0","0","0.000208195556861881","0.000103316458311809"
"X305","awaken","0","0","0","0","0","0","0","0","2.44935949249271e-05","2.58291145779523e-05"
"X306","awar","8.2203041512536e-05","0","0","1.96716151707496e-05","2.22081570560867e-05","1.75598791880312e-05","2.17931395196792e-05","0","0.000195948759399417","0"
"X307","away","0.00337032470201397","0.000118021952083087","3.67147630062048e-05","0.00279336935424645","0.000621828397570428","0.00105359275128187","0.00187420999869241","0","0.00269429544174198","0.00211798739539209"
"X308","awhil","0.000109604055350048","0","0","5.24576404553323e-05","3.33122355841301e-05","1.75598791880312e-05","6.53794185590376e-05","0","0","7.74873437338568e-05"
"X309","axe","0","0","0","0","5.55203926402168e-05","0","0","0","1.22467974624636e-05","0"
"X310","ay","0","0","0.00121158717920476","0.000399989508471909","7.77285496963034e-05","0.000228278429444405","8.71725580787168e-05","0","0","0"
"X311","aye","0","0","3.67147630062048e-05","0.000104915280910665","4.44163141121734e-05","1.75598791880312e-05","4.35862790393584e-05","0","0","0"
"X312","ayer","0","0","0.000734295260124096","0","0","0","0","0","0","0"
"X313","az","0","0","0","0","0","0","0","0","0","0"
"X314","azul","0","0","3.67147630062048e-05","0","0","0","0","0","0","0"
"X315","b","5.4802027675024e-05","0","3.67147630062048e-05","6.55720505691654e-06","9.99367067523902e-05","0.000105359275128187","2.17931395196792e-05","0","0","2.58291145779523e-05"
"X316","ba","0.000301411152212632","0","0","0","2.22081570560867e-05","0","0","0.000145465124736344","0","0"
"X317","babe","2.7401013837512e-05","0.000118021952083087","0","0.000281959817447411","1.11040785280434e-05","0.000158038912692281","0.000435862790393584","0","1.22467974624636e-05","5.16582291559045e-05"
"X318","babi","0.00367173585422661","0.00047208780833235","0.000293718104049638","0.0033704033992551","0.000910534439299555","0.0103954484793145","0.00363945429978643","0.000872790748418067","0.000416391113723761","0.00121396838516376"
"X319","babylon","0.00013700506918756","0","0","6.55720505691654e-06","2.22081570560867e-05","0","0.000130758837118075","0","2.44935949249271e-05","5.16582291559045e-05"
"X320","back","0.00142485271955062","0.000236043904166175","0","0.00256386717725437","0.00274270739642671","0.00233546393200815","0.00355228174170771","0.000218197687104517","0.00177578563205722","0.00149808864552123"
"X321","background","2.7401013837512e-05","0","0","0","0","0","0","0","0","2.58291145779523e-05"
"X322","backward","0","0","0","1.96716151707496e-05","4.44163141121734e-05","0","0","0","3.67403923873907e-05","2.58291145779523e-05"
"X323","bad","0.00186326894095082","0","0","0.000432775533756492","0.000610724319042384","0.000509236496452904","0.000610207906551018","0","0.000244935949249271","0.00185969624961256"
"X324","bag","2.7401013837512e-05","0","0","7.21292556260819e-05","0.000277601963201084","1.75598791880312e-05","0.000108965697598396","0","0","2.58291145779523e-05"
"X325","bah","0","0","0","0","0","0","0","0.000145465124736344","1.22467974624636e-05","0.000645727864448807"
"X326","bail","0","0","3.67147630062048e-05","1.96716151707496e-05","7.77285496963034e-05","0","2.17931395196792e-05","0","0","0"
"X327","baila","0","0","0.000477291919080662","0","0","0","0","0","0","0"
"X328","bailando","0","0","0.000257003341043434","0","0","0","0","0","0","0"
"X329","bailar","0","0","0.000440577156074458","0","0","0","0","0","0","0"
"X330","bajo","0","0","0.000257003341043434","0","0","0","0","0","0","0"
"X331","bake","0","0","0","6.55720505691654e-06","2.22081570560867e-05","5.26796375640936e-05","0","0","0","2.58291145779523e-05"
"X332","balanc","0","0","0","6.55720505691654e-06","3.33122355841301e-05","0","4.35862790393584e-05","0.000218197687104517","6.12339873123178e-05","0"
"X333","bald","0","0.000354065856249262","3.67147630062048e-05","0","1.11040785280434e-05","0","8.71725580787168e-05","0","0","0"
"X334","ball","0.00013700506918756","0.000118021952083087","0","7.21292556260819e-05","0.000433059062593691","0.000140479033504249","8.71725580787168e-05","7.27325623681722e-05","7.34807847747814e-05","5.16582291559045e-05"
"X335","balloon","0","0","0","1.31144101138331e-05","7.77285496963034e-05","0","2.17931395196792e-05","0","0","0"
"X336","bam","0","0","0","0","0","0","4.35862790393584e-05","0","0","0"
"X337","banana","0","0","0","6.55720505691654e-06","4.44163141121734e-05","0","0","0","0","0"
"X338","band","0.000191807096862584","0.000118021952083087","0","7.21292556260819e-05","5.55203926402168e-05","0.000193158671068343","0.000130758837118075","7.27325623681722e-05","2.44935949249271e-05","2.58291145779523e-05"
"X339","bang","0","0","0","1.96716151707496e-05","0.000788389575491078","3.51197583760624e-05","6.53794185590376e-05","0","1.22467974624636e-05","0"
"X340","bank","0","0","0","0","0.000111040785280434","3.51197583760624e-05","0","0","1.22467974624636e-05","7.74873437338568e-05"
"X341","bar","5.4802027675024e-05","0.00047208780833235","0.000146859052024819","4.59004353984158e-05","0.00029981012025717","8.77993959401559e-05","0.000435862790393584","0.000218197687104517","0.000110221177162172","0.000206632916623618"
"X342","bara","0","0","0","0","0","0","0","0.000145465124736344","0","0"
"X343","bare","0","0","7.34295260124096e-05","8.5243665739915e-05","0.00013324894233652","0","4.35862790393584e-05","0","0.000122467974624636","7.74873437338568e-05"
"X344","bark","0","0","0","0","4.44163141121734e-05","0","0","0","9.79743796997085e-05","0"
"X345","barrel","0","0","0","0","9.99367067523902e-05","0","2.17931395196792e-05","0","1.22467974624636e-05","2.58291145779523e-05"
"X346","barrio","0","0","0.000550721445093072","0","0","0","0","0","0","0"
"X347","bas","2.7401013837512e-05","0","0","0","0","0","0","0.000872790748418067","0","0"
"X348","base","0","0","0","1.31144101138331e-05","0.000122144863808477","5.26796375640936e-05","0","0","2.44935949249271e-05","5.16582291559045e-05"
"X349","basement","0","0","0","1.31144101138331e-05","0","0.000158038912692281","8.71725580787168e-05","0","2.44935949249271e-05","0"
"X350","bass","0.000328812166050144","0","0","5.90148455122489e-05","9.99367067523902e-05","0","0.000152551976637754","7.27325623681722e-05","3.67403923873907e-05","0"
"X351","basta","0","0.000118021952083087","0.00117487241619855","0","0","0","0","0","0","0"
"X352","bastard","0","0.000118021952083087","0","6.55720505691654e-06","7.77285496963034e-05","0","0","0","3.67403923873907e-05","0.000129145572889761"
"X353","bat","0","0","0","0","5.55203926402168e-05","0","0","0.000290930249472689","2.44935949249271e-05","0"
"X354","bath","0","0","0","6.55720505691654e-06","3.33122355841301e-05","1.75598791880312e-05","8.71725580787168e-05","0","2.44935949249271e-05","0"
"X355","bathroom","0","0","0","1.31144101138331e-05","6.66244711682601e-05","3.51197583760624e-05","2.17931395196792e-05","0","0","0"
"X356","batter","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","2.17931395196792e-05","0","1.22467974624636e-05","2.58291145779523e-05"
"X357","battl","0","0.000354065856249262","0","1.96716151707496e-05","8.88326282243468e-05","3.51197583760624e-05","0.000108965697598396","0","0.00017145516447449","0.000387436718669284"
"X358","bay","0","0","0","0","3.33122355841301e-05","1.75598791880312e-05","4.35862790393584e-05","0","2.44935949249271e-05","0"
"X359","be","0.00679545143170297","0","7.34295260124096e-05","0.00935057441116299","0.00526333322229255","0.00642691578281941","0.00706097720437606","0.00123645356025893","0.00560903323780831","0.00625064572786445"
"X360","beach","0","0","0","6.55720505691654e-06","4.44163141121734e-05","0","4.35862790393584e-05","0","6.12339873123178e-05","0"
"X361","beam","2.7401013837512e-05","0","0","6.55720505691654e-06","4.44163141121734e-05","0","2.17931395196792e-05","0","7.34807847747814e-05","5.16582291559045e-05"
"X362","bean","0","0","0","0","1.11040785280434e-05","1.75598791880312e-05","4.35862790393584e-05","0","0","0"
"X363","bear","0","0","0","8.5243665739915e-05","4.44163141121734e-05","5.26796375640936e-05","0","0.000290930249472689","0.00017145516447449","0.000129145572889761"
"X364","beast","0","0","0","6.55720505691654e-06","5.55203926402168e-05","3.51197583760624e-05","2.17931395196792e-05","0","0.000110221177162172","7.74873437338568e-05"
"X365","beat","0.00232908617618852","0.000118021952083087","0","0.000196716151707496","0.000866118125187381","0.000193158671068343","0.000305103953275509","0","0.000538859088348397","0.000206632916623618"
"X366","beaten","0","0","0","0","1.11040785280434e-05","0","0","0","1.22467974624636e-05","0"
"X367","beau","0","0","0","0","3.33122355841301e-05","0","0","0.000872790748418067","0","0"
"X368","beauti","5.4802027675024e-05","0","0","0.000439332738813408","5.55203926402168e-05","0.000193158671068343","8.71725580787168e-05","0","0.000355157126411443","0.00266039880152908"
"X369","becam","0","0","0","1.31144101138331e-05","4.44163141121734e-05","1.75598791880312e-05","2.17931395196792e-05","0","2.44935949249271e-05","7.74873437338568e-05"
"X370","becaus","0.000109604055350048","0","0","0.000550805224780989","0.000699556947266731","0.000544356254828967","0.000130758837118075","0","0.000404144316261298","0.000129145572889761"
"X371","beckon","0","0","0","0","0","0.000140479033504249","0","0","0","0"
"X372","becom","0.000246609124537608","0","0","0.000242616587105912","6.66244711682601e-05","5.26796375640936e-05","6.53794185590376e-05","0","0.000612339873123178","0.000206632916623618"
"X373","bed","0.000164406083025072","0","0","0.000183601741593663","0.00016656117792065","0.000263398187820468","0.000501242208952622","7.27325623681722e-05","0.000134714772087099","0.000929848124806282"
"X374","bedroom","0","0","0","6.55720505691654e-06","0","1.75598791880312e-05","2.17931395196792e-05","0","0","5.16582291559045e-05"
"X375","bee","2.7401013837512e-05","0.000118021952083087","0","1.96716151707496e-05","1.11040785280434e-05","5.26796375640936e-05","4.35862790393584e-05","0","1.22467974624636e-05","5.16582291559045e-05"
"X376","beef","0","0","0","6.55720505691654e-06","0.000377538669953474","0","0","0","0","0"
"X377","been","0.00153445677490067","0","0","0.00214420605361171","0.00135469758042129","0.00240570344876027","0.00141655406877915","0","0.00122467974624636","0.00157557598925509"
"X378","beep","0","0","0","0","2.22081570560867e-05","0","0","0","0","0"
"X379","beer","2.7401013837512e-05","0","0","0","0.000144353020864564","1.75598791880312e-05","0.000108965697598396","0","7.34807847747814e-05","5.16582291559045e-05"
